latitude,longitude,altitude,geometry,coordinates,@id,area,highway,bridge,bridge:name,ele,layer,maxweight,ref,source,name,oneway,surface,lane_markings,maxspeed,lanes,bicycle,foot,junction,source:geometry,alt_name,service,name:en,name:qu,access,incline,fixme,covered,lit,horse,construction,footway,crossing,tracktype,motorcar,embankment
,,,LineString,"-70.1553062,-15.4771483,-70.1552292,-15.4771283,-70.1548129,-15.4770724",way/163347557,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1544528,-15.4774237,-70.1539759,-15.4794008",way/163347558,,residential,,,,,,,,Jirón Ayar Cachi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1475154,-15.4726521,-70.147497,-15.4738168,-70.147543,-15.4749302,-70.1476228,-15.4760356,-70.1476613,-15.4770041",way/163347559,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.144831,-15.4770264,-70.1449778,-15.4770899,-70.1450727,-15.4770993,-70.1454093,-15.4770864,-70.1459183,-15.4770606,-70.1464525,-15.4770482,-70.1465558,-15.4770456,-70.1471173,-15.4770337,-70.1473786,-15.4770213,-70.1476613,-15.4770041,-70.1482583,-15.4769721,-70.1483984,-15.4769641,-70.1490698,-15.4769362,-70.1496188,-15.4768905,-70.1501767,-15.4768685,-70.1502948,-15.4768749,-70.1509193,-15.4768648,-70.1517286,-15.4768141,-70.1520697,-15.476881,-70.1521672,-15.4769115,-70.1524006,-15.4769683,-70.1530934,-15.4771334,-70.1537823,-15.4772746,-70.1544528,-15.4774237,-70.1551118,-15.4775722,-70.155203,-15.4775928,-70.155343,-15.4776273",way/163347560,,residential,,,,,,,,Jirón Tullumayo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.159717,-15.4769328,-70.15965,-15.4774084,-70.1595832,-15.4778947,-70.1595207,-15.4783903,-70.1595163,-15.4788368,-70.1595277,-15.4793155,-70.1595638,-15.4797176,-70.1596051,-15.4801772",way/163347561,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1521672,-15.4769115,-70.152284,-15.4764645,-70.1524531,-15.4757926,-70.1525351,-15.4754309,-70.1526336,-15.4749965,-70.1526507,-15.4749218,-70.1527781,-15.4745165",way/163347562,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1573239,-15.4820908,-70.1571267,-15.4804463,-70.1569717,-15.4790996,-70.15683,-15.47794,-70.1567863,-15.4775583,-70.1567388,-15.4771438",way/163347563,,residential,,,,,,,,Jirón Villa El Sol,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1514401,-15.4715623,-70.1514535,-15.472019,-70.1514686,-15.472762,-70.1514791,-15.4730091,-70.1514811,-15.473584,-70.1514854,-15.4738617,-70.1514829,-15.474058,-70.1514783,-15.4744211,-70.1514836,-15.4747522",way/163347564,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1493902,-15.471903,-70.149444,-15.4728655,-70.1494599,-15.4738102",way/163347565,,residential,,,,,,,,Tungasuca,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1495635,-15.4748031,-70.1495666,-15.4748845,-70.1495873,-15.4760536,-70.1496188,-15.4768905",way/163347566,,residential,,,,,,,,Tungasuca,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.161765,-15.4749238,-70.1616797,-15.4753544,-70.1615746,-15.4757447,-70.1615229,-15.4759367,-70.1612635,-15.4768681,-70.1613053,-15.4773148,-70.1613677,-15.4777304,-70.1614705,-15.4786262,-70.1614988,-15.4788615",way/163347567,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1536506,-15.4809537,-70.1532965,-15.482278,-70.1531343,-15.4829258",way/163347568,,residential,,,,,,,,Tinta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1555391,-15.4740886,-70.1552912,-15.4750598,-70.1551758,-15.4755086,-70.1551606,-15.4755823,-70.1550671,-15.4759808,-70.1548129,-15.4770724",way/163347570,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1584302,-15.4789422,-70.1584756,-15.4794164,-70.1585144,-15.4798222,-70.1585587,-15.4802849,-70.1586538,-15.481048",way/163347571,,residential,,,,,,,,Jirón Ucayali,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1633479,-15.4773378,-70.1622252,-15.4770892,-70.1612635,-15.4768681,-70.1603826,-15.4766484,-70.1598251,-15.4765187,-70.1592127,-15.4763804,-70.1589275,-15.4763127,-70.1584897,-15.4762144,-70.158068,-15.4761176,-70.1575504,-15.4759987,-70.15713,-15.4759022,-70.1561978,-15.4756976,-70.1559123,-15.4756598,-70.1558217,-15.4756419,-70.155693,-15.4756183",way/163347572,,residential,,,,,,,,Prolongación Avenida Sacsayhuaman,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1537707,-15.4743412,-70.1537476,-15.4744305,-70.1537322,-15.4745132,-70.1536996,-15.4746866,-70.1535859,-15.4751297,-70.1535667,-15.4752089,-70.1534247,-15.4758378,-70.1531884,-15.4766803,-70.1530934,-15.4771334,-70.1527838,-15.4784304,-70.1526397,-15.4791038",way/163347573,,residential,,,,,,,,Jirón Ayar Manco,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1549033,-15.4850299,-70.1551869,-15.4838043,-70.1552774,-15.4834358,-70.155786,-15.4814547,-70.1560025,-15.4805832",way/163347574,,residential,,,,,,,,Jirón Huancaure,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1505616,-15.4832067,-70.1511738,-15.4831904,-70.151605,-15.4832652,-70.1536206,-15.4837472,-70.1537028,-15.4837669",way/163347575,,residential,,,,,,,,Cusipata,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.14844,-15.4777332,-70.1491148,-15.4777143,-70.1496864,-15.4776931,-70.1502156,-15.4776621,-70.1503256,-15.4776414,-70.1509245,-15.4775701,-70.151586,-15.4774914,-70.1519288,-15.4775485,-70.1522414,-15.4776247",way/163347576,,residential,,,,,,,,Jirón Koricancha,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1535481,-15.4844126,-70.1534666,-15.4843944,-70.1527974,-15.4842445,-70.1521232,-15.4840935,-70.1514213,-15.4839793,-70.1510121,-15.4839461,-70.1505992,-15.4839615",way/163347577,,residential,,,,,,,,Inca Roca,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1542992,-15.484568,-70.1545916,-15.4832681,-70.1550939,-15.4812905,-70.1553068,-15.4804262",way/163347578,,residential,,,,,,,,Jirón Pachacamac,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1520744,-15.4782812,-70.1515249,-15.4781622,-70.1513627,-15.4781584,-70.1509439,-15.4781817",way/163347579,,residential,,,,,,,,Jirón Pumachupan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1548129,-15.4770724,-70.1543968,-15.4769768,-70.1538769,-15.4768574,-70.1531884,-15.4766803,-70.1527616,-15.4765785,-70.152284,-15.4764645",way/163347580,,residential,,,,,,,,Jirón Pasarela,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.151586,-15.4774914,-70.1517286,-15.4768141,-70.1517928,-15.4764561,-70.151895,-15.4760726,-70.151997,-15.4756895,-70.1520989,-15.4753073,-70.1521833,-15.4748938,-70.1521993,-15.4748165",way/163347581,,residential,,,,,,,,Jirón Pisac,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1442066,-15.4779056,-70.1441605,-15.4768788,-70.1441086,-15.4759553,-70.1440972,-15.4749029,-70.1440419,-15.4739955",way/163347582,,residential,,,,,,,,Jirón La Cantuta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1483609,-15.4761008,-70.1490336,-15.4760818,-70.1495873,-15.4760536,-70.1501405,-15.4760336",way/163347584,,residential,,,,,,,,Jirón Los Kipus,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1505026,-15.4818845,-70.1512753,-15.4818601,-70.1514252,-15.4818704,-70.151936,-15.4819743,-70.1525976,-15.4821142,-70.1532965,-15.482278,-70.1539415,-15.4824255,-70.1540293,-15.4824456",way/163347585,,residential,,,,,,,,Jirón Tambo Machay,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1499021,-15.4839827,-70.149868,-15.4826033,-70.149797,-15.4812139,-70.1498004,-15.4805674,-70.1497184,-15.478954,-70.1496864,-15.4776931",way/163347586,,residential,,,,,,,,Tungasuca,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1514686,-15.472762,-70.1507063,-15.4728124,-70.1501503,-15.4728532,-70.1500528,-15.4728604,-70.149444,-15.4728655,-70.1488692,-15.4728902,-70.1482805,-15.4729148",way/163347587,,residential,,,,,,,,Jirón Ayllu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1596085,-15.4803126,-70.1596051,-15.4801772,-70.1585587,-15.4802849,-70.1579814,-15.4803499,-70.1571267,-15.4804463,-70.1564471,-15.4805264,-70.1562066,-15.4805547",way/163347588,,residential,,,,,,,,Jirón Almudema,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1524006,-15.4769683,-70.1522414,-15.4776247,-70.1520744,-15.4782812,-70.1519182,-15.4789545,-70.1518702,-15.4791964,-70.1517786,-15.4795928,-70.151556,-15.4804869",way/163347589,,residential,,,,,,,,Jirón Ayar Uchu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1538769,-15.4768574,-70.1537823,-15.4772746,-70.1532919,-15.4792455,-70.1531299,-15.4799079,-70.1529213,-15.4808001,-70.1525976,-15.4821142,-70.1524438,-15.4827664",way/163347590,,residential,,,,,,,,Ayarauca,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1524616,-15.4797539,-70.1522327,-15.4806352,-70.1521559,-15.480974,-70.1520841,-15.4812908,-70.151936,-15.4819743,-70.1517742,-15.482625,-70.151605,-15.4832652,-70.1514213,-15.4839793,-70.1510205,-15.4855808",way/163347591,,residential,,,,,,,,Pachacutec,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1517786,-15.4795928,-70.1524616,-15.4797539,-70.1531299,-15.4799079,-70.1544721,-15.4802324,-70.1545534,-15.4802521,-70.1546776,-15.4802808,-70.1553068,-15.4804262,-70.1560025,-15.4805832,-70.1562066,-15.4805547",way/163347592,,residential,,,,,,,,Jirón Cancollani,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1500909,-15.4747967,-70.1500507,-15.4737821,-70.1500528,-15.4728604,-70.149997,-15.4716749",way/163347593,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1614705,-15.4786262,-70.1610005,-15.478676,-70.1604671,-15.4787325,-70.1600411,-15.4787784,-70.1595163,-15.4788368,-70.1584302,-15.4789422,-70.1578318,-15.4790081,-70.1577414,-15.4790177,-70.1573698,-15.4790572,-70.1569717,-15.4790996,-70.156347,-15.4791769",way/163347594,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1555464,-15.4835083,-70.1552774,-15.4834358,-70.1545916,-15.4832681,-70.1539771,-15.4831254,-70.1538718,-15.483101,-70.153788,-15.4830811,-70.1531343,-15.4829258,-70.1524438,-15.4827664,-70.1517742,-15.482625,-70.1512784,-15.4825419,-70.1505402,-15.4825786",way/163347595,,residential,,,,,,,,Lloque Yupanqui,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1153901,-15.4790671,-70.1158714,-15.4795065,-70.116545,-15.4801082,-70.116919,-15.4804288,-70.1171238,-15.4806106,-70.1175038,-15.4809483,-70.1178556,-15.481272,-70.1182052,-15.4815728,-70.1186197,-15.4818973,-70.1200325,-15.4831492,-70.120122,-15.4832285",way/163520503,,residential,,,,,,,,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.118166,-15.4795734,-70.1176432,-15.479023,-70.1170252,-15.4784215,-70.116528,-15.4778981,-70.115481,-15.476618,-70.114732,-15.4758423,-70.1141644,-15.4752764,-70.1130773,-15.4741778,-70.1124576,-15.4735544,-70.1117046,-15.4727912,-70.1108435,-15.4719264,-70.1104054,-15.4714787,-70.1100058,-15.4710548,-70.1099295,-15.4709815,-70.1095038,-15.4705659,-70.1091228,-15.4701663,-70.1088925,-15.4699184,-70.1087511,-15.4696868,-70.1087337,-15.4696583,-70.1084165,-15.4691286",way/163520506,,residential,,,,,,,,Alberto Cuentas Zabala,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1166768,-15.4818509,-70.116191,-15.4807974,-70.1156772,-15.4796956,-70.1153901,-15.4790671,-70.1153213,-15.4789261,-70.1150484,-15.4783186,-70.1144654,-15.4770701,-70.1141424,-15.4763953,-70.1137991,-15.4756298",way/163520507,,residential,,,,,,,,Santiago Giraldo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1114174,-15.4738254,-70.110827,-15.4741709",way/163520516,,residential,,,,,,,,Pasaje Moho,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1137991,-15.4756298,-70.1141644,-15.4752764,-70.114545,-15.4749225",way/163520533,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1133764,-15.4752402,-70.1129657,-15.4754578,-70.1122989,-15.4757386",way/163520536,,residential,,,,,,,,Pasaje Cisneros,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1118665,-15.4766749,-70.111972,-15.4766349,-70.1126076,-15.4763934,-70.1132588,-15.4761115",way/163520537,,residential,,,,,,,,Jirón Torres Tagle,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1128465,-15.4731986,-70.1124576,-15.4735544,-70.1120758,-15.4739027",way/163520538,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1103972,-15.4697645,-70.1095038,-15.4705659,-70.1092623,-15.4708228",way/163520539,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1087965,-15.4765753,-70.1094069,-15.4762988,-70.1100433,-15.4760339,-70.1106847,-15.4757594,-70.1112929,-15.475437,-70.1114025,-15.4753886,-70.1120192,-15.4751159,-70.1128926,-15.47473",way/163520540,,residential,,,,,,,,Jirón Jose Maria Arguedas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1127488,-15.4785484,-70.112845,-15.47851,-70.1134681,-15.4782611,-70.1141177,-15.4779765",way/163520542,,residential,,,,,,,,Jirón Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.113469,-15.4738238,-70.1130773,-15.4741778,-70.1127007,-15.4745294",way/163520544,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1146769,-15.4792015,-70.1155584,-15.4810766,-70.1158312,-15.4816419",way/163520547,,residential,,,,,,,,Pedro Vilca Apaza,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1066535,-15.4640089,-70.1067309,-15.4639589,-70.1068083,-15.4639088,-70.1069773,-15.4638571,-70.1071704,-15.46387,-70.1072975,-15.4639267,-70.1073501,-15.4639501,-70.1074654,-15.4640794,-70.1080031,-15.4651079,-70.108599,-15.4662478,-70.1090656,-15.4671403,-70.1095052,-15.4679812,-70.1096202,-15.4682013,-70.1100541,-15.4689288,-70.1103436,-15.4694144,-70.1106285,-15.4698921,-70.1108014,-15.470182,-70.1108485,-15.470261,-70.1113458,-15.4710777,-70.1116272,-15.4715759,-70.1117188,-15.4717335,-70.111987,-15.4721024,-70.1122096,-15.4723495,-70.1123218,-15.4724741,-70.1132523,-15.4734214,-70.1141571,-15.4743343,-70.1142239,-15.4744033,-70.1154389,-15.4756189,-70.1161507,-15.4763318,-70.1170658,-15.4772679,-70.1177768,-15.4780023,-70.1185416,-15.4787587,-70.1187147,-15.4789378,-70.1194461,-15.479668,-70.1198846,-15.4801094,-70.1203179,-15.4805219,-70.1207297,-15.4809155,-70.1209942,-15.4812146,-70.1214463,-15.4816531,-70.1215614,-15.4817632,-70.1224458,-15.4826185,-70.1232515,-15.4834387,-70.12349,-15.4836738,-70.1238207,-15.4839921,-70.1239347,-15.4841212,-70.1246218,-15.4843606,-70.124829,-15.4844295",way/163520551,,trunk,,,,,,PE-34H,,Avenida Huancané,yes,asphalt,,60,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.116545,-15.4801082,-70.1171516,-15.4794911,-70.1176432,-15.479023,-70.1181439,-15.4785576",way/163520552,,residential,,,,,,,,Jirón Jose Balta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1167724,-15.4829036,-70.1163286,-15.4827511,-70.1157434,-15.48252,-70.1152719,-15.4823385",way/163520554,,residential,,,,,,,,Jirón Gamero,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1155812,-15.4815479,-70.1153904,-15.4820465,-70.1152719,-15.4823385,-70.1150568,-15.4829392,-70.1149741,-15.4830929",way/163520555,,residential,,,,,,,,Jirón 1ro De Mayo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1108485,-15.470261,-70.1107644,-15.4703399,-70.1100058,-15.4710548,-70.1096575,-15.4713754,-70.1095849,-15.4714361",way/163520556,,residential,,,,,,,,Avenida Los Virreyes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1134681,-15.4782611,-70.1137691,-15.4788986,-70.1140439,-15.4794915,-70.1148768,-15.4812707",way/163520557,,residential,,,,,,,,Emilio Romero,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.116059,-15.4817317,-70.1157434,-15.48252,-70.1155072,-15.4831033,-70.115269,-15.4836984",way/163520558,,residential,,,,,,,,Jirón Ignacio Merino,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1100683,-15.4692181,-70.1095235,-15.4697776,-70.1091228,-15.4701663,-70.1090113,-15.4702601,-70.1089167,-15.4703398",way/163520559,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1113642,-15.4713866,-70.1108435,-15.4719264,-70.1104562,-15.4722801",way/163520560,,residential,,,,,,,,Jirón Colmena,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1150053,-15.4813207,-70.1155584,-15.4810766,-70.116191,-15.4807974,-70.116919,-15.4804288,-70.1176228,-15.4801269",way/163520563,,residential,,,,,,,,Jirón Pancho Fierro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1111546,-15.4732915,-70.1114174,-15.4738254,-70.1120192,-15.4751159,-70.1122989,-15.4757386,-70.1126076,-15.4763934",way/163520564,,residential,,,,,,,,Jirón Mariano Cornejo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1122096,-15.4723495,-70.1121004,-15.472429,-70.1117046,-15.4727912,-70.1113265,-15.4731477,-70.1111546,-15.4732915,-70.1105795,-15.4736556,-70.1104873,-15.473714",way/163520565,,residential,,,,,,,,Jirón San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1156656,-15.4777918,-70.1152343,-15.4782054,-70.1150484,-15.4783186,-70.1144213,-15.4786029,-70.1137691,-15.4788986",way/163520566,,residential,,,,,,,,Jirón Servulo Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1156772,-15.4796956,-70.1158714,-15.4795065,-70.1165489,-15.478867,-70.1170252,-15.4784215,-70.1175362,-15.4779508",way/163520567,,residential,,,,,,,,Jirón Jorge Basadre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1192395,-15.4812527,-70.1188603,-15.4809116,-70.1184992,-15.4805867,-70.1181477,-15.4802728,-70.117806,-15.4799702",way/163520568,,residential,,,,,,,,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1171238,-15.4806106,-70.1176228,-15.4801269,-70.1177068,-15.4800299,-70.117806,-15.4799702,-70.118166,-15.4795734,-70.11869,-15.4791035",way/163520571,,residential,,,,,,,,Jirón Ignacio Merino,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1129657,-15.4754578,-70.1132588,-15.4761115,-70.1134989,-15.4766906,-70.1138176,-15.4773575,-70.1141177,-15.4779765,-70.1144213,-15.4786029",way/163520573,,residential,,,,,,,,Jirón Tambopata,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1056379,-15.4846836,-70.1059557,-15.4839807,-70.1064231,-15.4829111,-70.1068564,-15.482025,-70.1074123,-15.4813101,-70.1081597,-15.4804084,-70.1085958,-15.4798942,-70.1088759,-15.4795601,-70.1092785,-15.479069,-70.1096331,-15.4786171,-70.1098715,-15.4783771,-70.1100194,-15.4782627,-70.1102601,-15.4781326,-70.1108833,-15.4778529,-70.1115426,-15.4775874,-70.1121617,-15.4773019,-70.1122717,-15.4772516,-70.1134989,-15.4766906,-70.1141424,-15.4763953,-70.114732,-15.4758423,-70.1151137,-15.4754982",way/163520577,,residential,,,,,,,,Avenida Pedro Ruiz Gallo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1177068,-15.4800299,-70.1171516,-15.4794911,-70.1165489,-15.478867,-70.1160516,-15.4783436,-70.1156656,-15.4777918,-70.1153417,-15.4773094,-70.1150832,-15.4768049",way/163520578,,residential,,,,,,,,Manuel Acosta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1097959,-15.4809583,-70.1100315,-15.4803587,-70.1103429,-15.4794444,-70.110513,-15.4789833,-70.1105785,-15.4788058,-70.1106748,-15.4787363,-70.1118353,-15.47824,-70.1124556,-15.4779277,-70.1125559,-15.4778857,-70.1138176,-15.4773575,-70.1144654,-15.4770701,-70.1150832,-15.4768049,-70.115481,-15.476618,-70.1159948,-15.4763902,-70.1161507,-15.4763318,-70.1167137,-15.4759476,-70.1172551,-15.4755763,-70.1178182,-15.4752176,-70.1179723,-15.4751475,-70.1183771,-15.4748918,-70.1188731,-15.4746048",way/163520581,,residential,,,,,,,,Avenida Daniel Alomias Robles,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1122906,-15.4802387,-70.1127003,-15.4801044,-70.1133095,-15.4798071,-70.1134153,-15.4797616,-70.1140439,-15.4794915,-70.1146769,-15.4792015,-70.1153213,-15.4789261",way/163520584,,residential,,,,,,,,Abraham Valderomar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1115942,-15.4799453,-70.1114281,-15.4804506,-70.1112995,-15.4808159,-70.1110857,-15.4814141,-70.1106631,-15.4824411,-70.1104693,-15.4830291,-70.1103599,-15.4832927,-70.1099778,-15.4841958,-70.1095834,-15.4852867,-70.1092581,-15.4860059",way/163553544,,residential,,,,,,,,Jirón San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1130065,-15.4807611,-70.1125154,-15.4809317,-70.1124709,-15.4809578,-70.1124295,-15.4810051,-70.1123512,-15.4812144,-70.112111,-15.4818495,-70.1117352,-15.4827691,-70.111641,-15.4834862,-70.1115497,-15.483721,-70.1111839,-15.4846317,-70.1107521,-15.4857075,-70.1104658,-15.4863929",way/163553548,,residential,,,,,,,,Jirón Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1133207,-15.4814424,-70.113282,-15.4813585,-70.1132219,-15.4812282,-70.1130065,-15.4807611,-70.1128752,-15.4804586,-70.1127003,-15.4801044,-70.112099,-15.478806,-70.1118353,-15.47824,-70.1115426,-15.4775874,-70.1106847,-15.4757594,-70.1100008,-15.4742803,-70.1094642,-15.4731505,-70.1089668,-15.4720571,-70.1084698,-15.4709353",way/163553549,,residential,,,,,,,,Jirón Teodoro Valcárcel,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1427412,-15.4567959,-70.142688,-15.4574486,-70.1426804,-15.4575667,-70.1426741,-15.4576348,-70.1426142,-15.4581342,-70.1424973,-15.4586302,-70.1424381,-15.4590729,-70.142355,-15.4595295,-70.1422962,-15.4600033,-70.1422085,-15.4604662,-70.1421403,-15.460917,-70.1420108,-15.4616065,-70.1419477,-15.4620624,-70.1418604,-15.4625304,-70.1417946,-15.4629896,-70.1417256,-15.4634271",way/163553552,,residential,,,,,,,,Jirón José Bedoya,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1368599,-15.4765767,-70.1370706,-15.4765688,-70.1374007,-15.4764618,-70.1382656,-15.4761506,-70.1383799,-15.4761057",way/163553553,,tertiary,,,,,,,,Jirón Amanecer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1487632,-15.4547793,-70.1486959,-15.455278,-70.1486024,-15.4558392,-70.1483816,-15.4569291,-70.148227,-15.4579984,-70.1481,-15.4588152,-70.1479187,-15.459907,-70.1477018,-15.4612512,-70.147611,-15.4617469,-70.1473332,-15.4624208",way/163553556,,tertiary,,,,,,,,Avenida Rodolfo Diesel,yes,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.141472,-15.4573411,-70.1414587,-15.4574277,-70.1413828,-15.4579648,-70.1412798,-15.4584547,-70.1412306,-15.4588915,-70.1411349,-15.4593689,-70.1410613,-15.4598324,-70.1409808,-15.4603072,-70.1409141,-15.4607574,-70.1408245,-15.461423,-70.1406665,-15.4623634,-70.1406062,-15.4628104,-70.14053,-15.4632686",way/163553557,,residential,,,,,,,,Jirón Ocoña,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1441164,-15.4646741,-70.1440079,-15.4650722,-70.1439406,-15.4655555,-70.1438977,-15.4660361,-70.1437829,-15.4664888,-70.1436874,-15.4670903,-70.1436192,-15.4677892,-70.143515,-15.4684022,-70.1433702,-15.468953,-70.1432479,-15.469883,-70.1431221,-15.4705569,-70.1430183,-15.4711963,-70.1429388,-15.4717639",way/163553558,,residential,,,,,,,,Jirón 25 De Mayo,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1439215,-15.4562219,-70.1440211,-15.4564451,-70.144068,-15.4565989,-70.1440693,-15.4567579,-70.1440452,-15.4569311,-70.1439929,-15.4570953,-70.1439148,-15.4576852,-70.1438887,-15.4578023,-70.1437934,-15.4583347,-70.1437114,-15.4587914,-70.1436535,-15.4592618,-70.1435581,-15.4597188,-70.1435112,-15.4601857,-70.1434319,-15.4606379,-70.1433536,-15.4611118,-70.1432337,-15.4618093,-70.1431679,-15.4622792,-70.1431455,-15.462745,-70.1430383,-15.4631757,-70.1429632,-15.4636137,-70.1429036,-15.4640467,-70.1428075,-15.4644925,-70.142747,-15.4649164,-70.1426969,-15.4653584,-70.1426016,-15.465826,-70.1425258,-15.4662971,-70.1424373,-15.4669235,-70.1423038,-15.4675832,-70.1421872,-15.4682436,-70.142112,-15.468818,-70.1419764,-15.4696901,-70.1418707,-15.4703389,-70.1417653,-15.4710216,-70.1416308,-15.4717527,-70.1415539,-15.472341",way/163553559,,residential,,,,,,,,Jirón Maravillas,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
